date,temperature,wind_speed,solar_radiation,industrial_load,residential_load,demand
2023-01-02 04:00:00,22.790386766401568,8.648635804796072,356.95044258262436,444.0891408377921,271.93461140526585,462.12195064423764
2023-01-02 05:00:00,35.834651881777276,7.415719021595596,488.72575599707073,387.73486048653183,260.5036523837572,455.36019422674303
2023-01-02 06:00:00,34.22499164174769,7.079059335047793,367.01499818692616,334.36133625198977,300.7945341450171,409.24957190244345
2023-01-02 07:00:00,26.359167474234145,9.0250799654824,686.8890627097487,385.34650034046285,371.34159984408547,468.9189032706031
2023-01-02 08:00:00,31.07917820712977,2.8169502576884686,454.45647440804555,256.8829494516727,133.90838674019227,310.2801333296302
2023-01-02 09:00:00,34.71728801620094,10.713648189262951,869.5421208662318,242.65811286428627,287.0246963056902,379.8902580946481
2023-01-02 10:00:00,38.70411713707952,2.7917573851216457,802.1039940989792,246.61107952593446,120.44691847138543,329.7664600629748
2023-01-02 11:00:00,22.674875277814902,4.37553750034189,726.5232465188469,213.47231452153662,196.57348094642876,258.1290574750782
2023-01-02 12:00:00,20.62919126964311,12.023752816866894,532.8527252379645,298.6588512510874,374.4864112430752,395.1296350127029
2023-01-02 13:00:00,26.69437901538085,8.059880723404444,355.69538736210734,257.0292598795254,165.4100730580088,320.2449886055298
2023-01-02 14:00:00,26.088857583607847,5.292096109028886,456.2362848076064,382.04714295915113,175.2018121598157,368.2253694621274
2023-01-02 15:00:00,30.697712402383612,3.071026677581937,426.5458824063393,554.9482426369887,261.0016263559402,516.7317800609761
2023-01-02 16:00:00,38.47550825359192,4.154416083794462,637.6523904139427,290.59739363968276,164.6510768442272,346.5917956568071
2023-01-02 17:00:00,34.18544572389053,11.96523282954126,774.1964057262805,402.53724140474594,355.83353078463136,487.4458409953495
2023-01-02 18:00:00,22.696244579598932,10.670098697070033,269.87704213996227,355.44203407104015,265.57487603624384,382.76621927858736
2023-01-02 19:00:00,23.847667132506526,8.973802631506734,649.7587069866495,467.97651048721696,315.2451749071471,489.6473816113409
2023-01-02 20:00:00,38.18575060150232,11.475310811134943,507.4371303584066,494.8699793708243,142.0386099359418,462.96719515578025
2023-01-02 21:00:00,33.45383872607205,2.407298365729143,535.4479763956912,584.9212908591771,126.48502749160747,508.3209399058709
2023-01-02 22:00:00,38.68192415692626,7.184950517013345,860.6658281674846,539.1312582415987,127.27332081934158,471.7473810733704
2023-01-02 23:00:00,24.415102290208957,3.281920647322262,544.1600482496317,441.85737478460294,212.78991134308413,412.99129987032984
2023-01-03 00:00:00,26.92309102919544,11.447639711746191,386.83570210112384,373.7569659264183,395.8644047285478,473.8322424013211
2023-01-03 01:00:00,22.790169086934025,9.418446835353883,416.39080171987194,502.20013254822624,202.01678410503132,457.9646626972608
2023-01-03 02:00:00,28.25574385411189,8.67897749140928,545.0690201135194,435.1487537626247,122.94322784003886,401.86745359431416
2023-01-03 03:00:00,26.31357056310774,9.121410759172651,861.7038612519103,418.89895127918714,149.174105439638,400.0388025577582
2023-01-03 04:00:00,38.65996266955352,6.9969397653867,622.1402851620711,515.7423905560712,392.69340344028615,585.1938207949835
2023-01-03 05:00:00,30.780852749366616,7.4588009417879615,748.4835354190162,574.9806273615593,318.3633693614585,561.8529970046221
2023-01-03 06:00:00,28.70777036002933,3.5346324564745593,782.8573500734993,321.7705123830897,144.45354879182437,338.94762573190206
2023-01-03 07:00:00,33.659568682149015,2.002449503477478,434.281167024786,245.99885264057917,113.3549079130467,307.30054845868295
2023-01-03 08:00:00,31.30551956023638,4.41564797837513,503.68237459892094,203.03727827509115,318.7846571273535,354.9409807512434
2023-01-03 09:00:00,37.65920814024898,14.190091893864018,637.9451157959635,217.9718391605222,309.4958531709485,360.61502502502105
2023-01-03 10:00:00,23.316112674751473,12.505933651073713,542.5641482940853,498.60275119824877,169.58357561258077,449.92964221254874
2023-01-03 11:00:00,23.589101869969625,13.193395898576295,641.8492900336639,224.03719097687434,382.0353302889211,373.0227656917104
2023-01-03 12:00:00,35.35537708243557,8.54098883980881,495.2580621516121,572.0152532839875,356.05164906098094,595.3657389632065
2023-01-03 13:00:00,36.34239809336033,8.540759086543712,733.2242114496845,300.69874060910456,177.65709337104312,347.8196993522245
2023-01-03 14:00:00,21.953143431155116,2.578636690553986,589.9988135736812,342.5128274574977,153.4334873019634,334.7292385843362
2023-01-03 15:00:00,30.973129659512217,6.128810070322831,836.3748449601057,369.7932895984256,328.38115766672814,434.5600423534338
2023-01-03 16:00:00,21.44686823250455,14.342267750547672,551.7984342798632,471.3052851334456,238.4378041685517,436.5805417619878
2023-01-03 17:00:00,35.887055538474314,4.449716255006107,254.84837406060973,384.4223372810129,157.56267270571624,417.89588728066684
2023-01-03 18:00:00,24.94643604130701,3.2741333560408563,816.4551331452109,295.0836086010273,326.89657037804693,393.3391221067594
2023-01-03 19:00:00,33.062365058873695,14.945857246606975,305.82040666724066,518.8078148748706,317.63321022563775,521.9532210180913
2023-01-03 20:00:00,23.649146662421565,4.527373767157095,454.8490536953269,411.7678601452042,386.39885633431305,463.0728273864264
2023-01-03 21:00:00,36.66652693182145,9.443685199994963,651.8139425217839,406.9237286587828,322.08612266573516,479.5331917719287
2023-01-03 22:00:00,29.833028687863667,4.9123816502959885,383.680006876751,511.9021653032434,100.78977163960356,441.1462476528086
2023-01-03 23:00:00,36.41456728969804,8.505076355216442,497.38324837635855,452.3797383090191,100.63689845429326,432.37815178002285
2023-01-04 00:00:00,26.032042686328204,11.877609850295922,574.9477146858883,448.6010796101117,372.27256880912444,490.3013091666747
2023-01-04 01:00:00,31.497475751948244,6.852159171774941,390.5286067033799,338.5986809897427,171.9009655974309,352.11134376490435
2023-01-04 02:00:00,30.45745730185276,11.549784932465782,487.5292077837277,465.8360301932655,289.9138477978348,490.5855427271926
2023-01-04 03:00:00,29.10253775557493,7.180729198091227,307.54208324878954,294.26493325011927,281.743230016855,373.56956231754623
2023-01-04 04:00:00,26.451415369899433,10.07495886044916,542.5156956914449,473.6512844885116,249.2566575204486,457.7089128035558
2023-01-04 05:00:00,25.53273301649215,10.257666004033094,399.99436606310445,474.1981630625692,332.05323391847656,509.21917924370257
2023-01-04 06:00:00,32.046521585288986,5.56328268263843,658.7302272295146,536.1477238742191,159.39844121795426,479.78206882953344
2023-01-04 07:00:00,27.66533374559713,9.272014888302397,277.09708360523075,438.2579779113458,181.3854851457041,424.9988126790589
2023-01-04 08:00:00,22.77308431260701,10.598756518818226,546.214729960906,383.2235140034908,112.13319564866356,351.78836730298826
2023-01-04 09:00:00,28.425917291937424,3.303388624385807,487.4343412004112,507.503839103545,102.98222422702314,429.05394963636974
2023-01-04 10:00:00,30.09589080458192,6.090216994991701,419.32727660713635,455.5710527605536,317.98847588220957,478.24409250601127
2023-01-04 11:00:00,37.120338143216834,6.287167775248759,701.2184125124721,547.2824553937796,336.0915639404617,592.2245020183166
2023-01-04 12:00:00,26.37001038525762,10.122603631519631,347.8559929342699,551.2023816892954,358.90985929832203,551.1229625338049
2023-01-04 13:00:00,36.302793550075606,11.84528377872683,771.2357155753233,548.2352229112287,268.4209099895942,555.6849132207574
2023-01-04 14:00:00,32.49053928485411,8.663445860087663,690.941370589381,249.7500939859916,330.39390742814777,393.2226437990598
2023-01-04 15:00:00,21.23495112188255,14.831069611939709,889.7499547985554,485.2665506014707,187.8529144497572,425.1474999926138
2023-01-04 16:00:00,27.29666816138308,12.019655929006175,720.6388977883074,445.05428039177457,181.6090191230707,431.4547880639107
2023-01-04 17:00:00,26.278852746983127,7.081493638762303,258.78569739551426,292.31501145096826,301.5355435205197,366.8393065825038
2023-01-04 18:00:00,29.755749020208015,2.069441295404865,589.340589911183,353.4459632102971,193.06453530305237,374.7754670153269
2023-01-04 19:00:00,32.18279586588611,11.372604433247325,306.71485839069254,321.67379448119203,328.5244949677349,411.11566523488875
2023-01-04 20:00:00,38.31554494904307,7.676382204463499,312.42826843336957,474.63895635664255,156.04242802055705,459.2593048081315
2023-01-04 21:00:00,27.232292672356508,14.453229605038711,781.4415202838389,328.5662024219767,335.0607939182241,415.7252335750207
2023-01-04 22:00:00,26.065570479379815,13.333146807568024,557.0145868712489,276.79756150977374,363.42668939066107,406.8321025039243
2023-01-04 23:00:00,32.70925619043484,14.096750928031055,346.5888358101265,214.8162527951421,104.50609615223502,279.91808048496705
2023-01-05 00:00:00,26.141677292609206,12.218851779597598,829.2815554682651,393.90600002694123,202.07201499030054,382.24186346285614
2023-01-05 01:00:00,30.80194058859238,14.791263234329488,330.12747427447164,405.189792770698,344.0445214711429,471.4601228266835
2023-01-05 02:00:00,29.969355196502043,10.449530752678651,581.423983500355,408.978572300897,355.316069243212,468.0172189766934
2023-01-05 03:00:00,26.58722138764905,12.609584044031092,676.2340719294017,448.37084922476527,376.92833123407706,516.8659287614166
2023-01-05 04:00:00,25.807559233464534,9.647956167677005,743.6832975313594,234.16212549721433,192.61693903253075,287.3318065578004
2023-01-05 05:00:00,31.616133300668338,5.434128427552188,893.9641986521592,529.3783859701864,293.8310732363358,525.1802781582116
2023-01-05 06:00:00,34.25762453586592,14.315720476804154,871.3938093962555,546.8584118334114,306.28703557948313,560.5898795125441
2023-01-05 07:00:00,24.649751950628264,10.68083706135818,314.5764068986965,365.7673156766559,286.08931950067654,417.9489853873401
2023-01-05 08:00:00,27.06115443517394,9.94851279529848,732.772913414105,360.6217600331677,149.21133327620373,353.05809734126626
2023-01-05 09:00:00,23.63640903371753,4.310667035577565,608.7182552335065,403.84311910581084,178.22485340980066,389.5551581101182
2023-01-05 10:00:00,24.006444763507346,14.012484683823777,333.2148463470592,378.91512079412826,159.91917189857585,379.9830804635096
2023-01-05 11:00:00,36.957406559833736,13.139675115904076,657.4187817593208,301.8611617420628,175.31065146441338,352.80805230319027
2023-01-05 12:00:00,22.949535962969392,12.662063912449579,829.4688724028327,347.213080436955,297.0371431951911,385.12770547266746
2023-01-05 13:00:00,24.6030380331862,9.984344420732446,230.5359970265718,466.4524158979361,185.8321802584285,410.8791870134058
2023-01-05 14:00:00,39.40740680068899,5.010531843798189,491.71126433701875,289.7803635923992,281.6016370279955,402.86584276147676
2023-01-05 15:00:00,36.31764741922137,11.81621570862319,513.0544693264756,518.5715987783863,370.55788509506743,586.3956908023542
2023-01-05 16:00:00,22.894520993657036,14.38005451074595,770.0948742842309,356.0558169617382,261.96938292170614,374.26523951000723
2023-01-05 17:00:00,23.843804207555976,12.990667071141722,305.88203481672946,261.25668002073104,120.26949487198081,279.84385434800504
2023-01-05 18:00:00,33.35232342989685,8.271688607997522,894.7668771431244,498.48837424602607,297.26675443609804,523.5074707673696
2023-01-05 19:00:00,28.203290581249142,12.648967756637461,632.4508874080543,358.1985502149886,125.04933575419841,344.0867365357284
2023-01-05 20:00:00,34.266761491197315,13.444640984001994,282.8411163065099,375.39610107120393,384.1835514136808,500.6806884756645
2023-01-05 21:00:00,20.545059599174984,6.346731968546697,509.3234244857825,376.3004872404249,113.60670370074467,351.9144578587604
2023-01-05 22:00:00,33.993621870555714,3.595164130039737,271.4205481402141,397.3029654869413,169.6595276681473,408.916400966234
2023-01-05 23:00:00,34.8893683792047,13.737586351576551,713.5074875417175,512.740841392972,226.8358974448213,500.94897234225266
2023-01-06 00:00:00,31.853305901629714,14.83768994731674,775.5616603754709,248.18109077895184,179.734929979737,305.35957858294654
2023-01-06 01:00:00,34.92045689758174,8.520267884624598,275.0406666492138,218.00388421469984,237.93591004112955,328.810158321198
2023-01-06 02:00:00,26.779432198129612,13.015299141107977,520.4727399575255,390.4162570862411,228.70240867120262,406.22440568070664
2023-01-06 03:00:00,34.48595114367256,2.3480007915654846,246.7223879437697,501.7846499287926,244.14849221530116,493.1428923203639
2023-01-06 04:00:00,29.819541006614386,13.762891402185705,427.3906894688935,472.07626785540816,335.7003558741367,524.3490603655562
2023-01-06 05:00:00,24.344506305020523,10.154000218282874,406.2980105081966,407.66003572253226,350.0302906829147,446.00764872655157
2023-01-06 06:00:00,32.96716175053274,4.54580649961494,248.08297041264157,408.137042412013,363.7037478855825,486.4890698599447
2023-01-06 07:00:00,28.786939935714283,9.604135464957686,556.5405989301617,558.176707726742,120.88585531296076,483.3694245199009
2023-01-06 08:00:00,38.58117859049088,7.515647548174195,617.9134073652056,213.32859233433393,285.9806853604381,376.94783183275143
2023-01-06 09:00:00,35.27465205927322,5.465189473018552,708.4820994027885,311.0420711306718,139.16886208024073,329.226046201822
2023-01-06 10:00:00,35.289122042774764,7.668798525941015,733.2492481303299,595.1457275520274,239.8922391883445,571.1366564049398
2023-01-06 11:00:00,22.550882263097993,10.095031638655916,640.0196425374743,316.1172987480668,137.3658747537326,319.7285974786276
2023-01-06 12:00:00,34.73749996611217,13.075061376232531,543.4060198927305,477.1838858684054,287.87489984769854,517.8708487282357
2023-01-06 13:00:00,34.96345410851584,4.378502111279347,709.6622602526352,539.4870284532703,243.66272290902643,545.287158823896
2023-01-06 14:00:00,36.43492634889315,3.7767550207993548,285.7588009521362,502.4020341149637,219.5661360681084,499.6579015451487
2023-01-06 15:00:00,26.415126657409893,7.049630575893428,875.0658022262005,556.8333097183424,145.26912711347302,490.05053501564964
2023-01-06 16:00:00,34.20016028726246,9.46636930490962,794.285555825863,563.2470166648566,207.96023175683388,520.3849898153537
2023-01-06 17:00:00,30.213231386834337,7.072782355462468,779.8504623179412,583.5399315977041,307.28386316429464,574.1770675386931
2023-01-06 18:00:00,34.34100075320132,7.5367743085642145,749.0416580700333,394.9545140108355,114.14229210514652,367.02213383553635
2023-01-06 19:00:00,20.09590607725499,14.554391675725839,538.7150590697556,350.8459081550468,109.36753884567493,309.1921946528152
2023-01-06 20:00:00,26.622489996167218,3.0847735352215278,852.9478165545385,269.395266322795,154.03439199482173,306.1406940280805
2023-01-06 21:00:00,28.074467666504187,6.355251903447861,467.81798244791815,267.51356932647735,123.98806094449878,288.0310371091483
2023-01-06 22:00:00,25.48597106986817,7.639032578502753,532.9605039175548,446.4831743024672,306.94899135686785,464.1842100070728
2023-01-06 23:00:00,23.15712573741802,2.643894861439785,357.816059442089,577.9590774119511,258.2612364236449,524.4567459968258
2023-01-07 00:00:00,25.04309164274421,3.983273758405565,280.09418564787575,595.2095398952487,318.9156942179225,579.3094933714143
2023-01-07 01:00:00,34.64513324607577,9.748034754920521,552.039638078397,255.95089173816095,121.67197421617028,314.74688586032386
2023-01-07 02:00:00,31.750571312029837,13.545444239616062,709.714340394815,537.4907713226241,302.94738197697717,557.1692114181461
2023-01-07 03:00:00,35.09164896754079,2.7338894908492897,223.57580192727735,599.4398999222801,319.06158830897516,574.4330963276713
2023-01-07 04:00:00,21.24865629027318,6.9087890083183146,634.4607896329921,468.3806611551559,169.7032905622953,416.94600972809917
2023-01-07 05:00:00,21.236179867244342,14.179736774161448,476.6108969123748,459.6631237780411,152.70678807373727,407.18034119408196
2023-01-07 06:00:00,34.945162274817214,8.461632712703427,323.3830561493233,295.6345797394812,316.49260795573065,395.38639280406966
2023-01-07 07:00:00,34.02258484222163,6.537013473928198,366.6248714902546,306.94260353877183,143.68045697028418,324.18412260051605
2023-01-07 08:00:00,35.55954025011803,3.1581278191792244,855.0811154255777,482.1739735177399,335.3633041282792,525.0614589252607
2023-01-07 09:00:00,24.62991205100868,6.124581578795643,620.9166826929595,286.7974330803968,304.4418335302727,358.6691010104765
2023-01-07 10:00:00,36.94535126106275,3.010418609213922,678.3655011858125,269.66685848840774,206.48587231711045,351.1419286848449
2023-01-07 11:00:00,35.60377150310272,4.756968739033706,227.47236446618635,423.06519062287276,302.5394492009275,469.8388602425316
2023-01-07 12:00:00,33.30621847622696,13.373766939489574,474.7895989882562,382.400034432144,274.91705685058895,439.0495780035608
2023-01-07 13:00:00,28.837445891632527,4.43353767900589,491.48269783745303,278.8131038061987,100.76991718980011,303.2648201465154
2023-01-07 14:00:00,29.378119593474636,12.674678275041725,291.7360686900265,570.7301187914571,333.3859386105729,557.1612481051725
2023-01-07 15:00:00,21.614236053698285,7.773052114079174,855.9481858515119,352.87639843458885,139.5629636835888,332.09703305235445
2023-01-07 16:00:00,22.13561290636998,11.218492773785245,736.4076984006011,381.5534744187229,259.01557705975347,380.25223266488524
2023-01-07 17:00:00,26.723515971067116,11.263627916703268,526.8720109013631,213.23821876526407,189.96715278157632,294.6810027450674
2023-01-07 18:00:00,34.63419313267695,9.763567902462029,242.28160803626253,315.96102884990086,313.678080076445,406.6869020774461
2023-01-07 19:00:00,28.99995425824882,6.936171071911046,213.73470816030346,241.3155458653875,284.7187728836415,354.34190391828884
2023-01-07 20:00:00,22.164172630120838,7.0176476271120105,629.8630073819721,582.6608942936261,198.025509339219,479.5634691008988
2023-01-07 21:00:00,33.89180776967274,5.025723436297777,256.2613871627582,327.10887693553207,179.85636417154626,369.94722966756706
2023-01-07 22:00:00,32.20696987577019,10.127582816031769,552.9182586367942,271.1322269942444,396.94377457342534,425.8182750235961
2023-01-07 23:00:00,26.406098231703258,8.707142001925728,276.39189182384087,572.3697944783586,205.5558391690365,516.550060091434
2023-01-08 00:00:00,27.60016382037025,11.159938280673986,627.8176496323276,589.1712781062902,125.38723801130408,486.49777728521497
2023-01-08 01:00:00,29.509109142830024,2.461454677724679,510.93389840324244,560.3908918456696,132.09099331352417,484.1936278888254
2023-01-08 02:00:00,31.25457195765658,14.087000844658036,264.80212816261854,593.0599212306876,164.21036132455174,504.8540668041134
2023-01-08 03:00:00,36.812644750151,7.495669975363748,236.61659630329345,488.7274384170787,364.2072920960406,559.711801712303
2023-01-08 04:00:00,27.22240064675117,6.089294723966466,782.1843232403546,452.4970761119379,164.5354725224861,430.2496440481358
2023-01-08 05:00:00,27.56500815942848,9.833720648845318,308.2854120849919,512.5099005255177,230.70219447022436,484.80630687077695
2023-01-08 06:00:00,38.32093342621657,5.722931166638544,447.3089341213415,579.4693759375925,301.6649518137833,565.3044666845097
2023-01-08 07:00:00,22.930207909192944,10.351379271963138,876.8916660656664,356.07554474811695,143.20257016852972,333.53234298372485
2023-01-08 08:00:00,25.21168993123778,7.573305637361822,358.9674404011274,572.8621332772675,174.73530634099657,504.1148145471409
2023-01-08 09:00:00,33.36151018224262,2.524838390423832,727.5579250505472,412.1459776845245,272.734658086943,445.24539451387056
2023-01-08 10:00:00,21.28035805130827,12.849693339742867,404.2699664189297,567.8349099838756,385.05054088530983,574.3281231424272
2023-01-08 11:00:00,33.68589783419245,13.491489609280313,298.0276150806538,454.0448789197589,171.1345151378829,433.91920743449396
2023-01-08 12:00:00,31.62808664825038,3.6155232859928637,471.21829847874903,287.80181114332987,111.01200317542252,320.80565715703835
2023-01-08 13:00:00,30.577857377726772,6.9006314858813464,869.7848538888053,233.2625663156016,348.4689040785868,390.15857372005144
2023-01-08 14:00:00,20.30720666709167,10.355834703498308,464.44749684328076,438.38295283845855,223.70487817209238,432.60272352745767
2023-01-08 15:00:00,28.24957371929542,5.649471172526566,866.9608647360867,314.90765850828524,262.15232737511974,361.8654246877959
2023-01-08 16:00:00,24.084246981734896,4.062984835581675,894.1595261834799,228.7022220505884,207.39786525421425,279.17591476089825
2023-01-08 17:00:00,37.48656964441901,2.15853316497485,467.52033551991974,245.73524424994915,162.48001633012416,329.2780734761423
2023-01-08 18:00:00,29.13329151887401,14.276356449049791,547.2137415308686,321.4961857411956,105.85665639907955,311.2198684355399
2023-01-08 19:00:00,34.36971054528265,3.320514042937192,788.9160340817775,283.8231917099363,274.9493928725025,403.1712061052668
2023-01-08 20:00:00,27.86245979804709,11.976755236189229,693.776837344484,548.3850874414538,332.13712550176353,549.2470936445152
2023-01-08 21:00:00,29.40297168567324,14.698066718353642,353.9380601087969,477.42512114320436,153.17837805916548,438.77709682022
2023-01-08 22:00:00,23.651300666227982,9.528225824256808,229.89223758672225,223.75672037247384,363.0006741329156,338.4266643680608
2023-01-08 23:00:00,31.663396750477236,7.310035175316236,232.6059834241482,367.09205091686624,219.61399446168235,396.36774908359934
2023-01-09 00:00:00,31.97066528021854,6.099485438229708,737.7688047708937,515.9621226263816,335.09331519659713,525.6568982996895
2023-01-09 01:00:00,20.564800834741412,13.941587244583294,725.0399451846142,422.5554393086263,288.1511074525707,421.3975725854092
2023-01-09 02:00:00,35.651638712578205,4.4187289288947165,339.92425261075323,478.5580569460327,318.8787877509344,533.7555449894605
2023-01-09 03:00:00,25.717883961311806,10.356772415688624,543.1773004346019,286.2061158042129,378.4303316266399,383.2043024938353
2023-01-09 04:00:00,22.106736066292953,4.555762406760407,632.6970214347773,509.56587655096996,349.50673048985004,520.8623690087053
2023-01-09 05:00:00,27.76016003361159,10.661017125048655,448.8288140907853,432.62880517600166,104.4060417905673,366.0197434518975
2023-01-09 06:00:00,22.510272276541507,14.526541479012685,356.17222072071695,504.9522510183253,306.6589108427311,477.9932697441694
2023-01-09 07:00:00,26.794512369719385,13.972528262826298,341.5355119365811,533.9683738965784,111.1990542276785,464.84536554404974
2023-01-09 08:00:00,25.753766211530113,11.445347025565196,794.0574296801989,497.7119282858689,254.07782908603122,476.07364948543426
2023-01-09 09:00:00,29.75153368035516,13.787672454828881,477.2585289181101,529.2050295667981,139.99140873616966,455.42137882247414
2023-01-09 10:00:00,23.224040955969482,7.611306356720794,474.27134727042477,443.7311459989187,292.74347597311623,467.6437555753177
2023-01-09 11:00:00,30.040888983959167,13.93720132834698,239.36316708572963,543.6290985962944,193.63048827362678,486.20989728643235
2023-01-09 12:00:00,36.90948769784232,4.852194814709674,873.676161928359,597.514939511419,377.2819710600012,623.2662729587155
2023-01-09 13:00:00,21.366717028549346,12.241617967602515,220.54998577990247,342.39841854911896,132.5119560982247,322.4495161717429
2023-01-09 14:00:00,26.783444892279896,11.85622381410186,374.5775336496128,386.6330996497816,227.91634230527293,422.9172544552378
2023-01-09 15:00:00,26.1530673156695,9.164634777400805,483.55256061807825,403.6847126683302,289.0273584820786,427.9736095995873
2023-01-09 16:00:00,28.67612139089148,9.62323153559312,327.40265626471984,586.1075886110507,302.16618655466675,565.0607084550994
2023-01-09 17:00:00,21.937597633453187,10.168714004223242,419.42650356466845,287.0961213231418,274.128917075246,337.7513777485667
2023-01-09 18:00:00,38.84539043648199,10.080998519551098,653.605722439752,273.7433348535044,202.87397989497526,344.2059598487104
2023-01-09 19:00:00,27.152665588854205,11.218963135774674,470.8743667767372,474.6814403862084,365.53570425157517,515.8836106212407
2023-01-09 20:00:00,32.49999616624651,6.609235277290408,721.668142998196,447.93180670897533,114.1657653638166,416.70005863720826
2023-01-09 21:00:00,25.038655789533518,11.059173189454622,709.6607105584608,441.81243283301967,382.3745160725752,481.9154014463764
2023-01-09 22:00:00,31.952221456151843,12.603397459896811,867.6953683375361,535.6894140102584,313.7661958947343,547.3303495400239
2023-01-09 23:00:00,25.747123623689355,3.940553528477963,807.6438814271305,530.3719492030746,336.7585724308522,539.0182046397979
2023-01-10 00:00:00,38.55869687610553,4.429261595974241,249.31734988136947,333.19687720205576,364.4866666433496,474.342665535489
2023-01-10 01:00:00,33.27029549152138,13.207279802094956,887.8971284394353,250.87528935537557,135.6444993758426,308.31136705366947
2023-01-10 02:00:00,27.142175159011423,2.506519703065174,232.82784649209697,253.91030231477498,150.1850621223335,303.5398015253155
2023-01-10 03:00:00,37.0016906396576,11.272862573841493,565.3418128146005,328.5611243809658,373.7247979597508,449.5473583967853
2023-01-10 04:00:00,36.304830010454594,13.577629232284405,457.39921024283564,204.3263292356011,281.19678531863065,348.1826202541044
2023-01-10 05:00:00,23.731607293074806,12.976871015941382,230.32824293342787,469.05175731978926,253.70948783178383,438.3165407037938
2023-01-10 06:00:00,30.3736045947444,7.854103443674646,568.8536273033803,590.0290142945043,226.45709881203408,522.9553032239792
2023-01-10 07:00:00,38.7916428102121,3.2620462980835163,250.84037007992237,290.598283661507,161.63994250204215,336.8490739264284
2023-01-10 08:00:00,33.349383636766746,12.991654539141523,758.5382169429286,599.2194674865639,104.62103306322543,507.36528107343906
2023-01-10 09:00:00,34.86501459164414,13.365623766401935,442.90457879796173,477.5185599196225,157.43173918780354,439.59431818843854
2023-01-10 10:00:00,37.53441285970415,13.196517934555072,365.77890198765255,471.04317110676385,379.25720684232135,536.3265614325411
2023-01-10 11:00:00,25.278948010140354,14.516170673445515,381.96623546850515,431.12477621727317,398.04372226633694,483.15146773592824
