demand,solar_available,wind_available,hydro_available,solar_used,wind_used,hydro_used
979.2566054368409,311.9859652816007,405.45248751288744,288.6350246519437,311.9859652816007,342.7398119028943,244.81415135921023
927.7104825193613,274.7463033575169,240.82020004414795,415.9045684029818,274.7463033575169,240.82020004414795,231.92762062984033
444.73474186774234,481.19594610736686,160.6548803196016,206.51468982544512,177.89389674709696,155.6571596537098,111.18368546693559
866.254110675538,125.85013613787001,142.5739164354244,495.93951193588543,125.85013613787001,142.5739164354244,216.5635276688845
999.8749256129563,323.7139970308343,402.4660832536306,272.71628439859063,323.7139970308343,349.9562239645347,249.96873140323908
746.0134828575538,332.253771206244,476.3199630889898,527.0514142816011,298.4053931430215,261.1047190001438,186.50337071438844
754.4624285274024,166.0485106123566,358.27747865422396,333.0429886813878,166.0485106123566,264.0618499845908,188.6156071318506
885.2447762284673,338.8188340903706,476.82694996066056,479.7408375072112,338.8188340903706,309.8356716799635,221.31119405711684
729.2228392688296,380.81038608057685,352.2868622628656,491.48867055074487,291.6891357075319,255.22799374409036,182.3057098172074
598.4762373719984,172.6830959854716,485.84489324239536,468.5514492637428,172.6830959854716,209.46668308019943,149.6190593429996
974.6242846512251,229.2944693463534,314.2611300756639,383.9279242910643,229.2944693463534,314.2611300756639,243.65607116280628
946.9291372654692,393.9661504806164,268.38857914423136,328.64731126290826,378.7716549061877,268.38857914423136,236.7322843163673
760.4559451571331,121.18661281677699,196.60724178172515,351.969081949974,121.18661281677699,196.60724178172515,190.11398628928328
922.897071512113,453.47455905262075,446.5940647022216,332.2500142578152,369.1588286048452,323.01397502923953,230.72426787802826
762.0209478040097,144.12398841785907,413.6085055625802,578.0115657100931,144.12398841785907,266.70733173140337,190.50523695100242
938.500534407697,350.4674165879786,405.7771033708553,400.642423345061,350.4674165879786,328.47518704269396,234.62513360192426
961.096874392288,129.9551481899146,278.2465165274005,220.00330304548453,129.9551481899146,278.2465165274005,220.00330304548453
618.8696234494628,200.26287039228447,191.33955271408928,441.9636129310979,200.26287039228447,191.33955271408928,154.7174058623657
729.0256849992609,200.96339249685755,321.2964889344494,389.9735437632612,200.96339249685755,255.1589897497413,182.25642124981522
509.214164704757,353.3198797964638,264.02539255889934,229.90708728755882,203.68566588190282,178.22495764666496,127.30354117618926
548.7483200584804,136.34592627802243,339.69222790420423,555.7553026276851,136.34592627802243,192.06191202046813,137.1870800146201
579.7903102601223,179.1848308936805,417.00746526215744,564.8308386225642,179.1848308936805,202.9266085910428,144.94757756503057
598.0504319088786,133.52221956645863,356.6673493717492,426.8968861475617,133.52221956645863,209.31765116810752,149.51260797721966
914.7920220685482,402.85414980149636,106.06337324507837,350.16641380097144,365.91680882741935,106.06337324507837,228.69800551713706
491.5928431540301,442.9409546965621,165.6487784109471,533.3166707040518,196.63713726161205,165.6487784109471,122.89821078850753
852.9209432006307,301.13916942571825,153.66086921825365,326.8634490487324,301.13916942571825,153.66086921825365,213.2302358001577
831.3829151183797,175.1215391339644,299.92907702461054,396.46019378166227,175.1215391339644,290.9840202914329,207.84572877959494
731.9817298243912,141.89007541179535,117.75514297759119,572.8778856910976,141.89007541179535,117.75514297759119,182.9954324560978
588.6886649422026,195.2295108125981,420.82054596087653,435.4619914482358,195.2295108125981,206.0410327297709,147.17216623555066
713.8378255537752,127.91239832854603,253.2948447091432,223.6198246096239,127.91239832854603,249.84323894382132,178.4594563884438
680.9942113125514,114.4626500148799,490.2029025470923,561.3061053520748,114.4626500148799,238.347973959393,170.24855282813786
749.2260570530241,174.6253501669234,224.63651874414933,544.0763399413108,174.6253501669234,224.63651874414933,187.30651426325602
821.8744573216052,243.56294751418247,389.98420751671296,359.77004859245113,243.56294751418247,287.6560600625618,205.4686143304013
941.4325134674627,297.950541532272,430.8482333642722,573.7947567906774,297.950541532272,329.5013797136119,235.35812836686569
683.4616785488452,230.12129468914608,127.62753566394616,465.39942187629384,230.12129468914608,127.62753566394616,170.8654196372113
697.7000132187669,412.9165461163415,443.3722774595517,382.9121823441478,279.08000528750676,244.1950046265684,174.42500330469173
460.4559866562021,153.36611863063445,488.8922178715252,401.8964831091786,153.36611863063445,161.15959532967074,115.11399666405053
716.8858664544402,306.0143348387377,213.104845504383,411.163196213061,286.75434658177613,213.104845504383,179.22146661361006
744.8194058656236,167.12285820469796,314.8283106318215,573.5608080356947,167.12285820469796,260.68679205296826,186.2048514664059
807.0847835006795,365.50773125498665,433.16151366608074,291.272510784361,322.8339134002718,282.4796742252378,201.77119587516987
530.3169355547928,455.54350215440166,182.76875566643008,589.2105502086665,212.12677422191715,182.76875566643008,132.5792338886982
892.5859826336731,339.9360845672549,250.88568593045534,542.9292955955991,339.9360845672549,250.88568593045534,223.14649565841827
602.5602964226812,122.64176287063546,121.0041549632383,369.01490307373984,122.64176287063546,121.0041549632383,150.6400741056703
920.4139703638358,233.4934418223173,268.31565649110576,350.0371015182492,233.4934418223173,268.31565649110576,230.10349259095895
680.7319050282189,117.92174690087727,397.34696462864326,480.589006390436,117.92174690087727,238.25616675987658,170.18297625705472
687.6368758868714,157.42206081107014,178.25616510041596,352.2404297035948,157.42206081107014,178.25616510041596,171.90921897171785
473.1139954003414,262.6321041378663,414.99872426620334,278.07949172116747,189.24559816013658,165.5898983901195,118.27849885008536
554.0157944944178,367.89248199215746,121.99356583390424,212.13172103747735,221.60631779776713,121.99356583390424,138.50394862360446
570.9748615165955,343.9434178732545,183.60116529773558,343.8747079510453,228.3899446066382,183.60116529773558,142.74371537914888
527.4366703085576,129.70836646895006,485.9788640102491,499.0187371000576,129.70836646895006,184.60283460799516,131.8591675771394
416.81087866219934,103.28128951321301,350.2235286216103,203.3907328151327,103.28128951321301,145.88380753176975,104.20271966554984
456.1873309808443,240.18173586586613,308.60497579973605,248.40888255063902,182.47493239233773,159.6655658432955,114.04683274521108
864.4921522858624,481.3452536620953,256.1795115879502,291.9945045273921,345.79686091434496,256.1795115879502,216.1230380714656
489.5251574733479,198.68181639139294,439.2511891976955,294.34002120730327,195.81006298933917,171.33380511567177,122.38128936833698
478.11169225844833,231.99352274899212,297.4997398755631,557.0451013029458,191.24467690337934,167.3390922904569,119.52792306461208
466.9209906490856,429.1246630087585,176.49755045581026,419.5055817646472,186.76839625963424,163.42234672717996,116.7302476622714
847.7397333195943,404.8665839529605,224.3768562928709,560.9939199389308,339.09589332783776,224.3768562928709,211.93493332989857
526.8388068993476,453.22745458896577,437.7588442419086,438.7776126330642,210.73552275973904,184.39358241477163,131.7097017248369
688.2199053256073,118.86127166670462,336.5844777167538,422.2771498607275,118.86127166670462,240.87696686396254,172.05497633140183
464.05424388684474,464.69340863282997,426.31141143336384,522.9641911348931,185.62169755473792,162.41898536039565,116.01356097171119
994.5354804359616,200.57998878100491,351.25745584944707,463.246579088752,200.57998878100491,348.08741815258657,248.6338701089904
998.8733777687778,485.1316879848068,315.4926479364291,331.0210225960759,399.54935110751114,315.4926479364291,249.71834444219445
972.697285537432,243.29037305224438,155.96599108027908,363.87369230982586,243.29037305224438,155.96599108027908,243.174321384358
997.3494886807987,344.35427205262386,228.68023597723294,589.9199548098402,344.35427205262386,228.68023597723294,249.33737217019967
853.2531475738167,248.87101891868193,412.8988229670987,576.1772684967658,248.87101891868193,298.6386016508358,213.31328689345418
750.085740317164,450.5787282103366,266.3474600432957,496.9932957832034,300.0342961268656,262.53000911100736,187.521435079291
524.8029841081328,288.26818066456303,158.41285066908267,477.8116910719225,209.92119364325313,158.41285066908267,131.2007460270332
894.3506390906424,217.82905029755307,235.74878571674432,573.2338801083918,217.82905029755307,235.74878571674432,223.5876597726606
521.1614898629971,361.48519857038997,108.3821421051662,381.6895506328868,208.46459594519885,108.3821421051662,130.29037246574927
801.2570390628939,354.75588677019556,100.7196550681405,364.74321611057337,320.5028156251576,100.7196550681405,200.31425976572348
837.7812829567322,363.69264206714007,334.38065190887295,560.4406432742607,335.1125131826929,293.22344903485623,209.44532073918305
664.5314983300947,247.6315340831895,350.950946719872,208.5538681588365,247.6315340831895,232.58602441553313,166.13287458252367
453.67105206801,409.151226433261,301.0977479891668,295.6168039716929,181.468420827204,158.7848682238035,113.4177630170025
423.5973500728222,440.2150048258453,304.71218337756426,332.3564114265425,169.4389400291289,148.25907252548777,105.89933751820556
908.9038551601111,443.9387087296068,110.57491990754649,412.94953121953097,363.5615420640445,110.57491990754649,227.22596379002778
845.3071605634078,248.0565525071477,365.5251152056921,268.4180338348291,248.0565525071477,295.8575061971927,211.32679014085195
961.0496528467885,496.36050965487414,185.23173956355026,455.4487007738737,384.4198611387154,185.23173956355026,240.26241321169712
992.9259386274956,112.86689882287915,480.9898140552805,328.9096080065738,112.86689882287915,347.52407851962346,248.2314846568739
807.2941714846712,290.1893606679188,141.67539194656064,422.91916304200026,290.1893606679188,141.67539194656064,201.8235428711678
445.4234081118755,401.429478485956,387.1098237845291,486.06051098554434,178.16936324475023,155.89819283915642,111.35585202796888
472.72761114509797,321.536072434335,110.17345186483278,287.3445345758737,189.0910444580392,110.17345186483278,118.18190278627449
495.6164578450574,271.30508109460163,119.00564808507603,443.7736846238412,198.24658313802297,119.00564808507603,123.90411446126436
754.6270390173903,144.2843649309678,357.2256970450591,438.45057638993217,144.2843649309678,264.11946365608657,188.65675975434758
498.21133177135596,315.0352678986197,342.6732801558613,570.848059623361,199.2845327085424,174.37396611997457,124.55283294283899
813.8487781908814,173.32132758834973,404.0875599046702,489.64425629878446,173.32132758834973,284.84707236680845,203.46219454772034
868.8746212821679,329.2106706611844,106.44582437370502,257.44689921905064,329.2106706611844,106.44582437370502,217.21865532054198
434.7106193788123,135.01618858501917,101.01458110916921,262.1725938590505,135.01618858501917,101.01458110916921,108.67765484470307
762.692379731127,185.49601253026242,101.35644706529354,524.5948525843323,185.49601253026242,101.35644706529354,190.67309493278174
612.6404832703059,387.094463100169,389.9313548393372,267.2205070526729,245.05619330812237,214.42416914460708,153.16012081757648
520.5536914129802,484.7515502132675,252.21702142195204,422.6453835802571,208.22147656519212,182.19379199454306,130.13842285324506
678.4466733171256,160.03168459529843,168.94601914871265,570.8518234207833,160.03168459529843,168.94601914871265,169.6116683292814
470.6477264241763,294.4026437750746,199.36338570768976,286.1344689506235,188.25909056967055,164.7267042484617,117.66193160604408
594.5647149929115,449.1135242019217,380.81077166955697,599.833202290509,237.82588599716462,208.097650247519,148.64117874822787
422.05178854323634,157.11934807780835,496.7114134214101,390.8922323284146,157.11934807780835,147.7181259901327,105.51294713580909
645.0282547823446,266.03805912022455,102.32608456964543,305.6204368840203,258.0113019129378,102.32608456964543,161.25706369558614
832.4230479073525,324.80807637139026,493.5214070792877,456.63481853209606,324.80807637139026,291.34806676757336,208.10576197683812
857.5192932889074,363.4613701217606,209.27639757803922,594.1810419869889,343.007717315563,209.27639757803922,214.37982332222685
923.8652372984737,421.7275183767178,430.34688362462254,548.2748078604777,369.54609491938953,323.3528330544658,230.96630932461844
965.687654487508,121.86681561138727,363.29480126710484,248.90024478237285,121.86681561138727,337.9906790706278,241.421913621877
514.1554994720113,425.51833991095083,335.741756634848,500.70550856476774,205.66219978880454,179.95442481520396,128.53887486800284
852.4138298816738,363.69918290860255,114.43400609280894,405.43674533871695,340.96553195266955,114.43400609280894,213.10345747041845
408.8867809155792,444.0229582205087,111.57954331560988,435.9165818375988,163.55471236623168,111.57954331560988,102.2216952288948
978.1496921707646,361.9009842824775,226.21642185359553,348.10084385151765,361.9009842824775,226.21642185359553,244.53742304269116
734.4734745253463,190.86898488394712,467.1770505949479,417.88429489775694,190.86898488394712,257.0657160838712,183.61836863133658
848.1215031531234,144.96082903213687,290.2423250178196,412.50503663505185,144.96082903213687,290.2423250178196,212.03037578828085
786.6864322493855,187.65001330535318,117.68856071927436,247.40102992428564,187.65001330535318,117.68856071927436,196.67160806234637
414.48647569956813,481.62776401779126,275.3508291922434,249.21527429525446,165.79459027982728,145.07026649484882,103.62161892489203
800.8647436202414,238.4523656921913,399.66326216703874,273.30745781246276,238.4523656921913,280.30266026708443,200.21618590506034
776.4763567035828,191.9465689871716,202.50253712843562,365.3942226336761,191.9465689871716,202.50253712843562,194.1190891758957
457.97418635393973,215.69780473658028,172.25688322541663,475.2461957414266,183.1896745415759,160.29096522387889,114.49354658848493
510.8111241136377,470.33723843768416,497.79214177178056,544.6154213919165,204.32444964545508,178.78389343977318,127.70278102840942
454.94905460438815,253.51283686943873,142.6196330200764,319.01622315467085,181.97962184175526,142.6196330200764,113.73726365109704
646.7435983840751,440.09981368068475,158.42659331917827,394.71512697914073,258.69743935363005,158.42659331917827,161.68589959601877
444.9932310831512,106.47826186341919,361.7578015673498,386.7141002312121,106.47826186341919,155.74763087910293,111.2483077707878
880.7607049857739,184.67774740778424,117.10293389976223,534.2610941997991,184.67774740778424,117.10293389976223,220.19017624644349
549.4901011751641,479.0216593369911,344.2432908210971,328.017604906333,219.79604047006566,192.32153541130742,137.37252529379103
950.6296686342946,453.11503157210154,425.6567209336141,528.8366020135038,380.25186745371786,332.7203840220031,237.65741715857365
577.4322096162186,227.09577116546163,143.0703133056673,407.7242708441222,227.09577116546163,143.0703133056673,144.35805240405466
508.4867795570334,143.8952711853978,388.5349176947375,560.8157845995183,143.8952711853978,177.97037284496167,127.12169488925835
933.2973910480964,250.74495940226478,273.08008834168675,482.58855909478706,250.74495940226478,273.08008834168675,233.3243477620241
583.0155447296413,497.4117628641701,268.9072086253339,442.0182501963775,233.20621789185654,204.05544065537444,145.75388618241033
834.0151386263258,235.9444477500825,359.3634406117119,259.1052057906634,235.9444477500825,291.905298519214,208.50378465658144
871.2890351076258,446.0600718853658,426.04820629016,408.9338776862526,348.51561404305033,304.951162287669,217.82225877690644
873.7641979752768,453.317359156196,320.5658758306025,429.72861834344144,349.50567919011075,305.81746929134687,218.4410494938192
445.4185425473967,365.6811624261973,241.55639992779135,509.3887318326789,178.1674170189587,155.89648989158886,111.35463563684918
588.7256161615351,410.1904233786831,173.2306420604321,288.77283503156576,235.49024646461405,173.2306420604321,147.18140404038377
732.7543111461425,416.6151056565164,205.73992669359484,297.45785528385966,293.101724458457,205.73992669359484,183.18857778653563
605.8859798065849,412.53065898589915,313.9868616989611,561.0748652502261,242.354391922634,212.0600929323047,151.47149495164624
541.6027466721787,150.76272503899438,254.3293194314105,385.4992168473639,150.76272503899438,189.56096133526253,135.40068666804467
552.4460473514152,478.31749813750355,190.39517842474828,596.5496518430666,220.97841894056612,190.39517842474828,138.1115118378538
519.3403980127899,267.0598138476692,202.30327247797013,383.84161197406684,207.736159205116,181.76913930447645,129.83509950319748
722.4394045779376,332.9095438977128,110.67688029639969,317.98215918141966,288.975761831175,110.67688029639969,180.6098511444844
783.2562738323819,200.3115203863743,409.42334591726717,273.9227690132764,200.3115203863743,274.13969584133366,195.81406845809548
660.9342998386392,387.7301022717644,202.6708706732466,355.74880148028245,264.37371993545565,202.6708706732466,165.2335749596598
663.6934694176023,263.321853699578,231.97834132096503,384.4484070504285,263.321853699578,231.97834132096503,165.92336735440057
706.0931695202411,240.78229737050614,145.0049012676733,468.55723040282106,240.78229737050614,145.0049012676733,176.52329238006027
524.2248280927244,285.4928007398418,363.79422662672823,321.2439981349644,209.68993123708975,183.4786898324535,131.0562070231811
879.9985848945137,160.37910676745008,310.8879311886466,287.43002455873807,160.37910676745008,307.9995047130798,219.99964622362842
576.0982857667669,325.9900937383811,498.0073170713917,292.23277045956837,230.4393143067068,201.6344000183684,144.02457144169173
512.0074085660335,333.6794117280939,401.4587965679697,395.4662005355872,204.8029634264134,179.20259299811173,128.00185214150838
896.8649207588114,344.81679479630856,218.7281544461082,403.69807890825376,344.81679479630856,218.7281544461082,224.21623018970286
862.6489426135115,436.0817959361712,275.8824785903199,436.21121322926297,345.05957704540464,275.8824785903199,215.66223565337788
640.1029481580193,424.60285910186906,410.19615026193287,379.1046994741399,256.04117926320777,224.03603185530676,160.02573703950483
852.9038070225095,103.45551332099924,407.3788412331729,385.3397371206728,103.45551332099924,298.51633245787826,213.22595175562736
600.7923837475246,323.6607409925425,494.0633044317959,450.981707421033,240.31695349900986,210.27733431163358,150.19809593688115
731.870124076188,274.77138989303785,201.53485330942686,230.2573404519246,274.77138989303785,201.53485330942686,182.967531019047
487.0918486534614,329.19503654455445,266.5680167348131,507.561099912588,194.83673946138458,170.48214702871147,121.77296216336535
768.4441509393428,357.3973239331038,337.16156080093765,454.39175477947896,307.37766037573715,268.9554528287699,192.1110377348357
907.8920718262985,339.7700861687715,159.57614249245063,359.817043609099,339.7700861687715,159.57614249245063,226.97301795657464
754.3296707020861,104.77559041975941,314.93109862461307,540.742596802886,104.77559041975941,264.0153847457301,188.58241767552153
948.6972313074463,371.12849343127,278.8325021346612,573.4707446907375,371.12849343127,278.8325021346612,237.17430782686156
455.6254187346373,241.61745397509725,124.03436660935171,254.65984518919188,182.25016749385495,124.03436660935171,113.90635468365933
721.3461183019542,147.9676231511747,201.8125283267244,568.133328803345,147.9676231511747,201.8125283267244,180.33652957548856
858.544578905442,339.7807093072097,467.61946629801406,597.4932273605698,339.7807093072097,300.49060261690465,214.6361447263605
886.3533958025331,391.516148215253,293.9041114100799,468.7671555401471,354.54135832101326,293.9041114100799,221.58834895063328
741.6144612054943,460.5373616804553,271.4127595533006,494.8437846330463,296.6457844821977,259.565061421923,185.40361530137358
883.11563848737,194.42157461162952,187.39632805288244,422.0929687401523,194.42157461162952,187.39632805288244,220.7789096218425
912.5757053346962,431.2593680070434,350.15507341747355,320.6110411566155,365.0302821338785,319.40149686714363,228.14392633367405
622.0004360429459,161.28753423051546,458.7497016860394,393.54216360507047,161.28753423051546,217.70015261503107,155.50010901073648
706.3973672273037,419.1353071902215,318.73521655151404,541.8180881981426,282.5589468909215,247.23907852955628,176.59934180682592
960.4913868460337,460.9591170456962,344.81055724073553,480.92486900386984,384.1965547384135,336.1719853961118,240.12284671150843
870.0304191309519,418.6914428472687,358.1412332576703,280.0184974460556,348.0121676523808,304.51064669583315,217.50760478273799
868.6988741802073,180.80036099338452,106.73417704060131,320.6948047408646,180.80036099338452,106.73417704060131,217.17471854505183
972.4052188208948,184.04184791754176,108.36395384690402,557.9464010405826,184.04184791754176,108.36395384690402,243.1013047052237
965.0392201502575,434.00397473502693,298.53977884708235,454.7235564382253,386.015688060103,298.53977884708235,241.25980503756438
768.6893007278303,134.62778143643231,465.8434805608073,412.9055205339747,134.62778143643231,269.0412552547406,192.17232518195758
538.300584073346,186.94429040446016,102.68002684886662,431.5011908822612,186.94429040446016,102.68002684886662,134.5751460183365
830.1425483059649,285.9054651229745,171.9045458835959,201.86737215003933,285.9054651229745,171.9045458835959,201.86737215003933
592.4677389206386,217.67598790478368,110.96181441296716,460.4575105663117,217.67598790478368,110.96181441296716,148.11693473015964
872.1807602280812,241.9839289649271,240.81759986750876,544.8216893384556,241.9839289649271,240.81759986750876,218.0451900570203
500.95247929774916,329.16470239938764,179.52869273984692,335.51407159715563,200.38099171909968,175.3333677542122,125.23811982443729
888.2301754941009,198.7706047882569,234.37729871439652,505.47198834810183,198.7706047882569,234.37729871439652,222.05754387352522
578.7396945224731,271.15852738870797,233.0575179237723,556.8171903056877,231.49587780898923,202.55889308286558,144.68492363061827
721.1475125545637,265.64264311908323,314.92184506829676,561.4225549785237,265.64264311908323,252.40162939409728,180.28687813864093
554.6668897609777,215.18806331334736,216.3613139093829,457.6480768627568,215.18806331334736,194.1334114163422,138.66672244024443
446.82365904463,422.4180956347441,291.97138083355827,342.4785572622061,178.72946361785202,156.3882806656205,111.7059147611575
829.4423799299033,320.314447555421,171.42545789772078,457.8857073104665,320.314447555421,171.42545789772078,207.36059498247582
504.349361716962,181.07434613279912,341.59057481761795,403.4597436057495,181.07434613279912,176.5222766009367,126.0873404292405
799.8231644717457,309.98261036166696,445.7444617509063,353.7912390669844,309.98261036166696,279.93810756511095,199.95579111793643
699.5877666043523,441.7476708092783,288.40560491823476,200.66234018042604,279.83510664174094,244.85571831152328,174.89694165108807
667.7225124422698,126.77638476478981,484.78402436583383,468.541101667086,126.77638476478981,233.70287935479442,166.93062811056745
945.5705731580666,211.7165025860656,153.90846473473445,390.13332882689093,211.7165025860656,153.90846473473445,236.39264328951666
928.1532378366327,312.03268643212596,462.43850077312703,521.2166785919519,312.03268643212596,324.85363324282145,232.03830945915817
506.40068380131413,124.90326426679523,264.0682352180338,386.84608390614613,124.90326426679523,177.24023933045993,126.60017095032853
758.5528658988464,263.009507768473,167.46466763051538,221.0970465575666,263.009507768473,167.46466763051538,189.6382164747116
796.1332768804798,256.24802101273406,224.6782641694137,453.0903575695134,256.24802101273406,224.6782641694137,199.03331922011995
650.4997275759724,345.18777040886846,452.9401497605432,219.30556055727428,260.199891030389,227.67490465159034,162.6249318939931
740.5380550174917,213.9301402807389,236.53893976788146,521.9612076583204,213.9301402807389,236.53893976788146,185.13451375437293
723.3665432113396,326.1913224024887,116.59572343515148,430.0611942479135,289.34661728453585,116.59572343515148,180.8416358028349
470.56659263779244,150.8487128632036,399.20831859752906,581.4449736230051,150.8487128632036,164.69830742322733,117.64164815944811
545.9810606971675,240.32899872765447,398.51240907655085,449.2650793255034,218.39242427886703,191.09337124400864,136.4952651742919
840.9844955021181,144.99515830516737,476.51496315813677,540.6542683429238,144.99515830516737,294.3445734257413,210.24612387552952
923.6117044400141,387.8278258907865,410.5392826136376,456.67744610225543,369.44468177600567,323.26409655400494,230.90292611000353
500.2222550712373,410.7729733281526,499.7637084216405,578.3126343813893,200.08890202849494,175.07778927493305,125.05556376780933
669.497487564894,477.69403775445494,273.1873916186814,273.7977998981932,267.7989950259576,234.32412064771287,167.3743718912235
417.2685715738885,131.72536696847055,104.38358602878029,527.2066506256251,131.72536696847055,104.38358602878029,104.31714289347212
987.8282655816207,343.81838202253266,411.4307941804538,492.97680051616277,343.81838202253266,345.7398929535672,246.95706639540518
930.2216428294844,158.5155497409152,480.403470829602,584.0556712039557,158.5155497409152,325.57757499031953,232.5554107073711
818.0053445240978,130.59571260079124,377.4571482987149,204.6110919531611,130.59571260079124,286.3018705834342,204.50133613102446
911.7117815290303,314.52119028704567,483.5202701388869,465.2033156597033,314.52119028704567,319.0991235351606,227.92794538225758
750.6572473447595,494.65001366960877,271.2336517002037,444.04088481266166,300.2628989379038,262.73003657066585,187.66431183618988
